"","OBP","SLG","BA","Playoffs.x","BatAge","Num.Bat","Num.P","WAR","RA.G","ERA","FIP","WHIP","H9","HR9","BB9","SO9","SO.W","LOB","ERAP","SV.G","CG.G","tSho.G","cSho.G","RS.G","win_adj"
"960",0.325,0.365,0.248,0,27.4,37,14,6.9,3.3,2.92,3.26,1.132,7.4,0.6,2.7,5.5,2,6.61728395061728,117,0.12962962962963,0.314814814814815,0.111111111111111,0.104938271604938,4,88
"961",0.32,0.389,0.25,0,26.9,36,15,3.7,4.89,4.34,4.33,1.481,9.4,0.8,3.9,4,1.03,7.59876543209877,89,0.209876543209877,0.222222222222222,0.0617283950617284,0.0493827160493827,4.16666666666667,68
"962",0.341,0.386,0.271,0,27.5,35,13,7.8,4.63,4.05,4.03,1.404,8.7,0.9,3.9,5.4,1.37,7.17610062893082,95,0.138364779874214,0.358490566037736,0.0440251572327044,0.0440251572327044,4.55345911949686,77.4339622641509
"963",0.317,0.348,0.244,0,24.7,38,14,4.8,4.26,3.72,3.78,1.428,8.8,0.6,4,5.1,1.25,8.02469135802469,104,0.154320987654321,0.185185185185185,0.0740740740740741,0.0555555555555556,3.70987654320988,75
"964",0.319,0.361,0.256,0,28.6,37,16,8.2,3.86,3.39,3.35,1.312,8.3,0.6,3.6,6.1,1.71,7.2037037037037,102,0.191358024691358,0.246913580246914,0.0864197530864197,0.0802469135802469,3.98765432098765,82
"965",0.325,0.382,0.264,0,28.5,37,12,8.1,3.67,3.29,3.5,1.283,8.4,0.7,3.2,5.1,1.61,6.73125,113,0.125,0.4375,0.06875,0.06875,4.25625,84.0375
"966",0.333,0.391,0.254,1,28.9,42,14,6.7,3.74,3.27,3.58,1.236,7.9,0.6,3.3,4.9,1.5,6.72222222222222,111,0.271604938271605,0.222222222222222,0.0617283950617284,0.0432098765432099,4.67901234567901,98
"967",0.342,0.402,0.269,0,27.7,39,15,7.7,4.28,3.82,3.52,1.305,8.4,0.7,3.4,5.5,1.64,6.67283950617284,98,0.185185185185185,0.203703703703704,0.0679012345679012,0.0555555555555556,4.53703703703704,86
"968",0.323,0.402,0.263,1,27.6,34,14,6.3,3.51,3.01,3.42,1.289,8.2,0.5,3.5,4.8,1.39,7.42236024844721,117,0.192546583850932,0.267080745341615,0.0869565217391304,0.0683229813664596,4.42236024844721,92.5714285714286
"969",0.31,0.335,0.244,0,27.5,38,14,7.6,4.22,3.48,3.61,1.377,9.2,0.6,3.2,4.4,1.37,7.66049382716049,100,0.123456790123457,0.246913580246914,0.0740740740740741,0.0617283950617284,3.40740740740741,71
"970",0.333,0.365,0.259,0,25.6,37,14,6.4,4.17,3.74,3.59,1.409,8.8,0.6,3.8,5.4,1.4,7.71428571428571,102,0.149068322981366,0.229813664596273,0.0559006211180124,0.0559006211180124,4.09316770186335,80.4968944099379
"971",0.327,0.375,0.273,0,28.2,44,19,6.8,4.23,3.57,3.56,1.391,9,0.6,3.5,5.1,1.44,7.67484662576687,106,0.220858895705521,0.202453987730061,0.0797546012269939,0.0674846625766871,4.06134969325153,81.4969325153374
"972",0.33,0.371,0.256,0,26.5,39,17,7.1,4.52,3.86,3.75,1.347,8.9,0.8,3.2,4.9,1.53,6.92592592592593,97,0.104938271604938,0.37037037037037,0.0987654320987654,0.0864197530864197,4.40740740740741,79
"973",0.319,0.363,0.249,0,28.1,36,15,8,3.45,3.05,3.43,1.242,8.2,0.6,3,4.7,1.58,7.02453987730061,124,0.134969325153374,0.282208588957055,0.128834355828221,0.0920245398773006,4.05521472392638,87.4601226993865
"974",0.322,0.37,0.256,1,28.9,32,11,7.3,3.78,3.27,3.55,1.271,8.5,0.6,2.9,4.3,1.46,6.73456790123457,105,0.154320987654321,0.351851851851852,0.0987654320987654,0.0925925925925926,4.0679012345679,91
"975",0.333,0.377,0.264,0,27.7,37,13,7.8,4.08,3.72,3.69,1.323,9,0.8,2.9,4.6,1.62,6.99382716049383,105,0.111111111111111,0.438271604938272,0.0740740740740741,0.0555555555555556,4.2962962962963,84
"976",0.321,0.356,0.254,0,27.6,45,20,5.9,4.03,3.52,3.57,1.382,8.4,0.6,4.1,6.2,1.52,7.4601226993865,97,0.0736196319018405,0.392638036809816,0.0797546012269939,0.0613496932515337,3.79141104294479,67.5828220858896
"977",0.327,0.365,0.251,0,27.1,38,14,3.9,5.1,4.28,3.7,1.479,9.8,0.7,3.5,5.5,1.55,7.98148148148148,89,0.160493827160494,0.141975308641975,0.037037037037037,0.0308641975308642,4.12962962962963,66
"978",0.33,0.389,0.268,0,26.7,40,17,7.1,4.42,3.94,3.59,1.377,9,0.6,3.4,5.1,1.51,7.20858895705521,96,0.177914110429448,0.337423312883436,0.0674846625766871,0.0429447852760736,4.19631901840491,79.5092024539877
"979",0.343,0.394,0.26,0,27.7,35,15,8.6,3.87,3.41,3.63,1.296,8.4,0.8,3.3,5.4,1.63,7.11656441717791,102,0.165644171779141,0.208588957055215,0.0674846625766871,0.0552147239263804,4.76073619631902,97.398773006135
"980",0.311,0.37,0.255,0,25.8,45,18,8.6,4.28,3.8,3.98,1.313,8.8,0.9,3,4,1.36,6.62345679012346,95,0.166666666666667,0.277777777777778,0.0555555555555556,0.0493827160493827,4.08641975308642,77
"981",0.303,0.366,0.247,0,30,37,12,4.2,4.74,4.16,4.06,1.418,8.9,0.9,3.8,5.4,1.4,7.07407407407407,91,0.0925925925925926,0.333333333333333,0.0432098765432099,0.037037037037037,3.82716049382716,72
"982",0.322,0.378,0.263,0,26.8,35,15,5.8,3.9,3.46,3.63,1.377,8.7,0.5,3.7,4.6,1.23,7.66049382716049,100,0.111111111111111,0.222222222222222,0.111111111111111,0.0925925925925926,4.03086419753086,81
"983",0.327,0.364,0.259,0,27.5,34,13,6.6,4.09,3.51,3.43,1.331,9,0.6,2.9,4.5,1.52,7.27777777777778,109,0.104938271604938,0.333333333333333,0.0802469135802469,0.0617283950617284,4.11728395061728,77
"984",0.342,0.401,0.272,1,27.1,35,13,7.7,3.46,2.97,3.28,1.185,7.8,0.7,2.8,5.8,2.03,6.78395061728395,115,0.141975308641975,0.203703703703704,0.117283950617284,0.0802469135802469,4.92592592592593,102
"985",0.309,0.369,0.244,0,26.5,36,14,5.2,4.07,3.76,3.92,1.351,9.1,0.8,3,3.8,1.26,7.02469135802469,96,0.148148148148148,0.265432098765432,0.0679012345679012,0.037037037037037,3.99382716049383,76
"986",0.336,0.378,0.272,0,28.1,32,13,7.9,4.1,3.64,3.46,1.339,8.9,0.7,3.2,5.8,1.82,7.03067484662577,104,0.177914110429448,0.263803680981595,0.0674846625766871,0.0368098159509202,4.12883435582822,81.4969325153374
"987",0.335,0.35,0.254,0,27.7,41,14,4.2,4.08,3.6,3.53,1.318,8.4,0.6,3.4,5.2,1.51,6.88198757763975,107,0.167701863354037,0.217391304347826,0.0496894409937888,0.0372670807453416,4.11180124223602,79.4906832298137
"988",0.311,0.329,0.235,0,27.8,37,16,8.7,3.99,3.42,3.3,1.317,8.8,0.6,3.1,5.6,1.8,7.22839506172839,106,0.0864197530864197,0.283950617283951,0.0925925925925926,0.0864197530864197,3.53086419753086,71
"989",0.324,0.368,0.263,0,27.7,44,19,5.4,3.85,3.31,3.52,1.326,8.7,0.6,3.3,5.1,1.57,7.12345679012346,108,0.148148148148148,0.327160493827161,0.0802469135802469,0.0617283950617284,4.14197530864198,89
"990",0.321,0.373,0.247,1,28.6,37,11,6.9,3.4,2.95,3.29,1.217,8.3,0.6,2.7,4.7,1.76,6.58641975308642,113,0.172839506172839,0.302469135802469,0.0740740740740741,0.0679012345679012,4.25308641975309,90
"991",0.32,0.373,0.261,0,26.7,40,19,9.7,4.33,3.91,3.82,1.434,8.7,0.7,4.2,5.5,1.31,7.53703703703704,97,0.117283950617284,0.283950617283951,0.0246913580246914,0.0246913580246914,4.17283950617284,80
"992",0.335,0.391,0.274,1,27.1,39,17,6,4.06,3.49,3.6,1.344,8.8,0.6,3.3,4.4,1.33,7.5679012345679,99,0.104938271604938,0.314814814814815,0.0555555555555556,0.0308641975308642,4.6358024691358,88
"993",0.302,0.33,0.229,0,26.5,43,18,3.6,5.12,4.58,4.09,1.557,9.6,0.8,4.5,5.3,1.2,8.30246913580247,78,0.117283950617284,0.154320987654321,0.0432098765432099,0.037037037037037,3.33950617283951,60
"994",0.322,0.358,0.252,0,25.2,35,17,6.9,4.46,3.78,3.79,1.368,8.8,0.7,3.5,4.7,1.35,7.24691358024691,101,0.154320987654321,0.166666666666667,0.0679012345679012,0.0555555555555556,3.91358024691358,72
"995",0.331,0.365,0.265,0,27.8,43,16,5.5,3.99,3.48,3.66,1.368,8.5,0.6,3.8,4.9,1.29,7.5527950310559,103,0.124223602484472,0.229813664596273,0.0807453416149068,0.0745341614906832,4.20496894409938,86.5341614906832
"996",0.336,0.377,0.272,0,27,38,15,7.8,4.34,3.82,3.53,1.306,8.9,0.8,2.8,5.5,1.94,6.60869565217391,93,0.0745341614906832,0.385093167701863,0.0993788819875776,0.0993788819875776,4.28571428571429,83.5155279503106
"997",0.339,0.427,0.266,0,28,43,21,9,4.78,4.25,3.99,1.397,9,0.9,3.5,4.9,1.4,7.04938271604938,94,0.216049382716049,0.209876543209877,0.0555555555555556,0.0493827160493827,4.9320987654321,76
"998",0.345,0.389,0.266,1,28.3,33,12,8.3,3.46,3.07,3.71,1.212,8,0.8,2.9,4.4,1.51,6.43827160493827,121,0.160493827160494,0.41358024691358,0.0864197530864197,0.0802469135802469,4.65432098765432,97
"999",0.338,0.401,0.267,0,29.5,32,15,6.2,3.99,3.65,3.98,1.33,8.9,1,3.1,5,1.62,6.92592592592593,110,0.203703703703704,0.41358024691358,0.0617283950617284,0.0555555555555556,4.55555555555556,89
"1000",0.318,0.348,0.253,0,29.7,40,14,7.8,4.06,3.53,3.46,1.349,8.3,0.6,3.8,6.2,1.65,7.59259259259259,99,0.117283950617284,0.444444444444444,0.0802469135802469,0.0740740740740741,3.88271604938272,79
"1001",0.32,0.357,0.247,0,30.3,36,12,5.4,4.07,3.66,3.47,1.328,9.2,0.8,2.7,5.5,2.02,6.97515527950311,108,0.248447204968944,0.167701863354037,0.0807453416149068,0.0496894409937888,3.81366459627329,77.4782608695652
"1002",0.324,0.372,0.256,0,26,39,15,7.6,4.35,3.86,3.64,1.413,9.2,0.7,3.5,5.2,1.48,7.52469135802469,104,0.216049382716049,0.296296296296296,0.0925925925925926,0.0555555555555556,4.02469135802469,77
"1003",0.332,0.383,0.254,1,27.7,36,13,9.2,3.83,3.4,3.78,1.295,8.5,0.8,3.2,4.9,1.55,7.11728395061728,100,0.265432098765432,0.240740740740741,0.104938271604938,0.0925925925925926,4.57407407407407,99
"1004",0.315,0.387,0.256,0,24.7,35,16,7.9,5.1,4.58,4.2,1.457,9.4,1.1,3.7,5.4,1.47,7.18518518518519,86,0.12962962962963,0.339506172839506,0.0555555555555556,0.0555555555555556,4.19753086419753,71
"1005",0.32,0.39,0.254,0,31.5,39,16,8.1,4.16,3.9,3.77,1.355,9.1,1,3.1,5.7,1.85,7.04320987654321,104,0.283950617283951,0.240740740740741,0.0679012345679012,0.037037037037037,3.96296296296296,85
"1006",0.312,0.376,0.251,0,28,39,15,7.3,4.15,3.75,3.55,1.345,8.6,0.7,3.5,5.6,1.58,7.2962962962963,95,0.160493827160494,0.277777777777778,0.0864197530864197,0.0802469135802469,4.2037037037037,82
"1007",0.339,0.381,0.261,0,27.6,39,16,5.2,4.64,4.19,3.84,1.475,9.4,0.7,3.8,4.9,1.28,7.54938271604938,97,0.253086419753086,0.246913580246914,0.0432098765432099,0.037037037037037,4.66049382716049,88
"1008",0.323,0.371,0.263,0,27,33,14,5.3,3.49,3,3.39,1.161,7.7,0.8,2.8,5.8,2.08,6.55555555555556,117,0.234567901234568,0.277777777777778,0.0925925925925926,0.0802469135802469,4.16666666666667,95
"1009",0.325,0.388,0.253,0,25.8,35,16,6.7,4.51,3.98,4.05,1.444,9.1,0.7,3.9,4.2,1.08,7.48765432098765,95,0.172839506172839,0.308641975308642,0.0679012345679012,0.0432098765432099,4.37037037037037,74
"1010",0.342,0.393,0.27,0,27.9,33,13,9.9,4.27,3.77,3.53,1.352,8.9,0.7,3.2,5.4,1.69,7.18518518518519,105,0.209876543209877,0.296296296296296,0.111111111111111,0.104938271604938,4.55555555555556,81
"1011",0.34,0.364,0.251,0,27.7,41,15,5.7,4.33,3.71,3.99,1.403,8.4,0.8,4.2,5.4,1.27,7.49382716049383,102,0.234567901234568,0.160493827160494,0.037037037037037,0.0308641975308642,4.12345679012346,79
"1012",0.315,0.338,0.246,1,27.9,40,16,11,3.65,3.26,3.34,1.253,8.3,0.8,3,6.3,2.1,7.1055900621118,111,0.248447204968944,0.291925465838509,0.093167701863354,0.0559006211180124,3.77639751552795,82.5093167701863
"1013",0.322,0.378,0.261,0,30,36,15,7.2,3.77,3.34,3.58,1.286,8.7,0.7,2.9,4.5,1.55,6.81481481481481,110,0.240740740740741,0.290123456790123,0.0987654320987654,0.0617283950617284,3.95679012345679,80
"1014",0.333,0.389,0.26,1,28.4,40,12,7.8,3.8,3.29,3.83,1.239,8.1,0.9,3.1,4.9,1.61,6.54938271604938,109,0.253086419753086,0.283950617283951,0.0987654320987654,0.0740740740740741,4.67901234567901,94
"1015",0.31,0.371,0.249,0,26.5,35,15,6.1,4.43,3.99,3.85,1.428,8.9,0.8,3.9,5.7,1.45,7.2962962962963,95,0.135802469135802,0.302469135802469,0.0679012345679012,0.0617283950617284,3.96296296296296,71
"1016",0.315,0.405,0.261,0,27.1,36,16,7.2,4.28,3.73,3.64,1.372,8.8,0.7,3.5,5.2,1.49,7.40123456790123,95,0.271604938271605,0.160493827160494,0.0679012345679012,0.0555555555555556,4.34567901234568,80
"1017",0.296,0.351,0.244,0,25.2,32,12,3.2,4.75,4.16,4.02,1.405,9.2,1,3.4,5.3,1.54,6.98765432098765,83,0.141975308641975,0.209876543209877,0.0617283950617284,0.0617283950617284,3.38271604938272,60
"1018",0.335,0.407,0.262,0,25.6,32,14,7.8,4.33,3.79,3.84,1.327,8.9,0.9,3,4.9,1.62,7.16049382716049,102,0.271604938271605,0.203703703703704,0.0493827160493827,0.0432098765432099,4.56172839506173,88
"1019",0.325,0.357,0.259,0,27,46,19,5.5,3.72,3.25,3.37,1.268,8.4,0.6,3,5.3,1.78,7.17901234567901,113,0.222222222222222,0.259259259259259,0.0864197530864197,0.0679012345679012,3.96913580246914,81
"1020",0.318,0.361,0.255,0,26.4,42,20,4,5.21,4.64,4.1,1.534,9.5,0.8,4.3,5.2,1.22,7.66049382716049,80,0.166666666666667,0.216049382716049,0.0617283950617284,0.0493827160493827,3.82098765432099,57
"1021",0.312,0.385,0.257,0,27.2,35,14,7.2,4.31,3.75,3.72,1.366,9.3,0.9,3,5,1.7,7.33333333333333,99,0.191358024691358,0.246913580246914,0.0679012345679012,0.0617283950617284,3.96913580246914,82
"1022",0.347,0.398,0.261,1,29.9,31,13,6,3.35,2.99,3.4,1.182,8,0.8,2.6,5,1.91,6.4746835443038,113,0.139240506329114,0.449367088607595,0.0949367088607595,0.0822784810126582,4.69620253164557,103.556962025316
"1023",0.322,0.397,0.252,0,27.9,36,15,6.7,4.12,3.8,3.67,1.358,8.9,0.8,3.3,5.4,1.63,7.37037037037037,97,0.216049382716049,0.271604938271605,0.0679012345679012,0.0617283950617284,4.26543209876543,85
"1024",0.29,0.329,0.231,0,27.7,36,14,5.2,3.56,3.1,3.42,1.251,7.6,0.6,3.7,5.5,1.49,7.09259259259259,105,0.197530864197531,0.240740740740741,0.0679012345679012,0.0555555555555556,3.15432098765432,76
"1025",0.325,0.378,0.258,0,30.2,42,15,11.9,4,3.61,3.3,1.294,9.1,0.8,2.6,5.6,2.19,6.87654320987654,108,0.0802469135802469,0.462962962962963,0.104938271604938,0.0987654320987654,3.9320987654321,83
"1026",0.325,0.373,0.25,0,25.6,36,14,10.9,3.69,3.12,3.03,1.252,8.4,0.6,2.9,6.1,2.09,7.04320987654321,116,0.197530864197531,0.283950617283951,0.117283950617284,0.0987654320987654,3.80864197530864,79
"1027",0.3,0.366,0.241,0,26.8,35,15,5.4,3.59,3.35,3.52,1.246,8.1,0.7,3.1,4.7,1.5,6.6358024691358,98,0.234567901234568,0.166666666666667,0.0679012345679012,0.0432098765432099,3.61728395061728,79
"1028",0.3,0.342,0.238,0,26.3,37,16,7.5,4.61,4.28,4.24,1.474,8.5,1,4.8,5.9,1.22,7.77160493827161,90,0.197530864197531,0.12962962962963,0.0432098765432099,0.0246913580246914,3.35185185185185,60
"1029",0.325,0.405,0.254,0,29.6,38,18,8.7,3.98,3.63,3.55,1.338,8.3,0.8,3.7,6.1,1.64,7.51851851851852,100,0.197530864197531,0.327160493827161,0.0679012345679012,0.0493827160493827,4.32716049382716,91
"1030",0.302,0.34,0.24,0,26.1,36,17,6.1,3.5,3.13,2.96,1.219,8.1,0.5,2.9,5.6,1.92,7.03703703703704,108,0.154320987654321,0.265432098765432,0.0617283950617284,0.0617283950617284,3.61111111111111,79
"1031",0.313,0.353,0.25,0,27.2,35,16,5.3,3.52,3.25,3.25,1.265,8.2,0.5,3.1,4.9,1.56,6.82608695652174,105,0.273291925465839,0.211180124223602,0.093167701863354,0.0683229813664596,3.74534161490683,85.527950310559
"1032",0.325,0.37,0.266,0,28.7,34,14,5.4,3.62,3.23,3.13,1.215,8.5,0.7,2.5,5.3,2.14,6.49382716049383,100,0.203703703703704,0.296296296296296,0.111111111111111,0.0925925925925926,4.09259259259259,89
"1033",0.304,0.329,0.229,0,27.1,43,15,3.9,3.78,3.38,3.78,1.322,8.3,0.8,3.6,5.1,1.4,6.94409937888199,102,0.198757763975155,0.198757763975155,0.142857142857143,0.0869565217391304,3.3167701863354,69.4285714285714
"1034",0.323,0.372,0.26,0,28.5,36,14,6.2,4.19,3.81,3.67,1.35,8.8,0.9,3.4,5.7,1.69,7.1875,93,0.15625,0.26875,0.05625,0.05625,4.0875,74.925
"1035",0.322,0.343,0.246,0,28.3,33,12,5.9,4.5,4.12,3.94,1.447,8.9,0.8,4.1,5.2,1.26,7.41358024691358,85,0.154320987654321,0.296296296296296,0.0493827160493827,0.0493827160493827,3.83950617283951,71
"1036",0.319,0.351,0.249,0,26.6,34,13,10.9,3.4,2.99,2.92,1.198,7.5,0.6,3.2,7.1,2.19,6.96913580246914,114,0.135802469135802,0.259259259259259,0.0802469135802469,0.0555555555555556,3.62962962962963,83
"1037",0.328,0.36,0.254,0,28.3,36,15,6.7,3.96,3.43,3.53,1.243,8.6,0.8,2.6,4.4,1.67,6.47530864197531,95,0.0740740740740741,0.41358024691358,0.0925925925925926,0.0925925925925926,4,81
"1038",0.321,0.384,0.252,1,26.8,40,16,8.6,3.5,3.05,3.34,1.177,7.5,0.8,3.1,6.1,1.99,6.50310559006211,109,0.22360248447205,0.354037267080745,0.111801242236025,0.093167701863354,4.29192546583851,101.627329192547
"1039",0.298,0.35,0.233,0,26.3,35,14,4.6,4.25,3.71,3.62,1.306,8.5,0.8,3.2,5.1,1.6,6.83333333333333,96,0.154320987654321,0.191358024691358,0.0617283950617284,0.0555555555555556,3.44444444444444,67
"1040",0.33,0.416,0.274,1,27.7,35,15,7.9,3.7,3.31,3.33,1.298,8.8,0.7,2.9,5,1.73,7.30246913580247,104,0.296296296296296,0.265432098765432,0.0925925925925926,0.0864197530864197,4.8641975308642,97
"1041",0.293,0.332,0.233,0,26.4,40,16,7.7,3.79,3.22,3.23,1.328,8.5,0.6,3.5,5.8,1.65,7.45341614906832,103,0.105590062111801,0.291925465838509,0.062111801242236,0.0559006211180124,3.01863354037267,61.3788819875776
"1042",0.329,0.378,0.247,1,27.3,37,13,6.7,3.98,3.32,3.49,1.234,8.2,0.8,2.9,5.1,1.76,6.7037037037037,103,0.185185185185185,0.277777777777778,0.0864197530864197,0.0802469135802469,4.35802469135802,90
"1043",0.338,0.385,0.275,0,28.5,43,23,5.9,4.29,3.85,3.39,1.403,9.1,0.6,3.5,5.6,1.58,7.76687116564417,94,0.134969325153374,0.343558282208589,0.0858895705521472,0.0858895705521472,4.53374233128834,89.4478527607362
"1044",0.307,0.326,0.23,0,27.6,39,14,2.9,4.15,3.7,3.85,1.36,8.7,0.8,3.5,4.8,1.38,7.17610062893082,89,0.163522012578616,0.188679245283019,0.0628930817610063,0.0440251572327044,3.37735849056604,64.188679245283
"1045",0.334,0.404,0.27,0,29.5,37,17,5.8,4.77,4.33,4.04,1.348,9.1,1.2,3,6,2.01,6.88271604938272,98,0.148148148148148,0.277777777777778,0.0555555555555556,0.0555555555555556,4.54320987654321,76
"1046",0.344,0.401,0.257,1,28.8,32,12,6.5,3.54,3.15,3.59,1.208,8,0.8,2.9,5.7,2.01,6.72839506172839,116,0.191358024691358,0.37037037037037,0.0740740740740741,0.0740740740740741,4.88888888888889,108
"1047",0.335,0.428,0.262,0,26.5,40,20,9.5,4.46,3.87,3.98,1.372,8.7,1,3.7,6.2,1.69,7.39506172839506,103,0.271604938271605,0.234567901234568,0.0493827160493827,0.0432098765432099,4.85185185185185,87
"1048",0.309,0.363,0.251,0,26.6,40,16,7.7,3.89,3.48,3.98,1.258,7.9,0.9,3.4,5.7,1.65,6.68518518518519,104,0.302469135802469,0.12962962962963,0.0617283950617284,0.0493827160493827,3.89506172839506,86
"1049",0.333,0.415,0.259,0,30,43,18,6.8,4.19,3.76,3.59,1.308,8.8,0.9,3,6.3,2.11,6.80246913580247,119,0.154320987654321,0.364197530864198,0.0555555555555556,0.0493827160493827,4.97530864197531,84
"1050",0.315,0.362,0.253,0,27,43,21,5.7,5.07,4.54,4.32,1.475,9.8,1,3.5,4.8,1.37,7.15432098765432,84,0.185185185185185,0.123456790123457,0.037037037037037,0.0308641975308642,3.90740740740741,56
"1051",0.336,0.436,0.27,1,25.9,33,15,7.4,4.2,3.69,3.82,1.358,8.5,0.7,3.7,5.3,1.42,7.21604938271605,113,0.37037037037037,0.197530864197531,0.0925925925925926,0.0555555555555556,4.78395061728395,102
"1052",0.314,0.394,0.249,0,26.2,36,16,7.9,4.17,3.91,4.12,1.393,8.3,1,4.3,6.7,1.56,7.41975308641975,100,0.216049382716049,0.209876543209877,0.0493827160493827,0.0308641975308642,4.00617283950617,76
"1053",0.322,0.374,0.238,0,28.8,35,16,4.7,4.51,4.09,3.93,1.427,9,1,3.9,6.5,1.68,7.69135802469136,92,0.240740740740741,0.203703703703704,0.0555555555555556,0.0432098765432099,4.11111111111111,79
"1054",0.332,0.391,0.259,0,26.6,38,17,4.9,4.71,4.23,3.79,1.42,9.2,0.8,3.6,5.8,1.63,7.44444444444444,92,0.216049382716049,0.222222222222222,0.037037037037037,0.0308641975308642,4.59259259259259,79
"1055",0.309,0.348,0.244,0,26.4,38,17,4.3,4.35,3.78,4,1.358,8.3,0.8,3.9,5.6,1.43,7.14197530864198,99,0.154320987654321,0.185185185185185,0.0679012345679012,0.0432098765432099,3.7716049382716,65
"1056",0.334,0.382,0.27,0,27.9,37,16,6.5,4.25,3.82,3.98,1.296,8.6,1,3.1,5.4,1.77,7.03105590062112,100,0.260869565217391,0.229813664596273,0.105590062111801,0.0807453416149068,4.65217391304348,87.5403726708075
"1057",0.319,0.358,0.242,0,29.2,45,19,7.4,4.61,4.21,4.02,1.371,8.7,0.9,3.7,5.6,1.52,7.03067484662577,90,0.165644171779141,0.190184049079755,0.0122699386503067,0.0122699386503067,3.76073619631902,64.601226993865
"1058",0.327,0.403,0.262,1,28.6,35,13,7,3.73,3.23,3.59,1.253,8.3,0.8,3,5.8,1.93,6.92592592592593,118,0.358024691358025,0.160493827160494,0.0740740740740741,0.0493827160493827,4.59259259259259,98
"1059",0.323,0.365,0.237,0,27.7,40,17,6.3,4.98,4.5,4.43,1.494,9,1,4.5,5.7,1.28,7.55555555555556,91,0.197530864197531,0.179012345679012,0.0617283950617284,0.0617283950617284,4.24074074074074,73
"1060",0.333,0.37,0.249,0,26.5,34,14,6.4,3.89,3.45,3.62,1.257,7.8,0.8,3.5,6.6,1.85,6.94444444444444,116,0.197530864197531,0.290123456790123,0.0617283950617284,0.0617283950617284,4.29012345679012,83
"1061",0.324,0.365,0.251,0,27,34,17,6.8,3.75,3.24,3.7,1.248,8.5,0.8,2.8,4.8,1.72,6.84662576687117,109,0.300613496932515,0.220858895705521,0.0368098159509202,0.0306748466257669,4.17177914110429,92.4294478527607
"1062",0.325,0.392,0.249,0,27.7,39,16,6.1,3.66,3.3,3.85,1.244,7.8,0.8,3.4,5.4,1.58,6.83950617283951,108,0.246913580246914,0.203703703703704,0.0925925925925926,0.0679012345679012,4.18518518518519,89
"1063",0.305,0.356,0.238,0,26.7,39,15,5.2,4.53,4.17,3.55,1.383,9.1,0.8,3.3,6.4,1.95,7.33540372670807,97,0.22360248447205,0.149068322981366,0.0496894409937888,0.0372670807453416,3.68944099378882,73.4534161490683
"1064",0.325,0.406,0.27,1,27.7,39,20,5.5,4.1,3.7,3.59,1.383,8.6,0.7,3.9,6.1,1.58,7.23456790123457,106,0.265432098765432,0.222222222222222,0.0802469135802469,0.0740740740740741,4.5,89
"1065",0.312,0.391,0.246,0,26.6,37,16,5.1,4.86,4.36,4.11,1.454,9.3,0.9,3.8,5.5,1.45,7.51234567901235,91,0.197530864197531,0.148148148148148,0.0555555555555556,0.037037037037037,4.2037037037037,63
"1066",0.351,0.409,0.262,0,28,38,16,7.1,5.1,4.5,4.06,1.453,9.3,1,3.7,5.7,1.54,7.46296296296296,90,0.185185185185185,0.308641975308642,0.0432098765432099,0.037037037037037,5.12962962962963,86
"1067",0.331,0.379,0.263,0,27.7,47,22,10.1,4.61,4.06,3.57,1.433,9,0.6,3.9,5.9,1.52,7.72222222222222,103,0.123456790123457,0.314814814814815,0.0679012345679012,0.0617283950617284,4.59259259259259,76
"1068",0.321,0.358,0.238,0,28.1,40,17,5.6,4.25,3.8,4.06,1.362,8.5,0.9,3.8,5.1,1.35,7.07407407407407,93,0.246913580246914,0.123456790123457,0.0679012345679012,0.0432098765432099,3.8641975308642,70
"1069",0.321,0.38,0.258,1,29.1,39,18,8,3.9,3.53,3.53,1.226,8.3,0.9,2.7,5.6,2.04,6.64197530864198,103,0.259259259259259,0.234567901234568,0.0432098765432099,0.0432098765432099,4.26543209876543,93
"1070",0.343,0.414,0.265,1,28.2,30,14,7.5,3.19,2.83,3.38,1.148,7.3,0.7,3,5.5,1.8,6.37654320987654,126,0.222222222222222,0.308641975308642,0.123456790123457,0.117283950617284,4.80864197530864,109
"1071",0.333,0.415,0.251,0,26.1,40,19,10,4.54,3.92,4.11,1.437,8.7,1,4.2,5.7,1.37,7.75925925925926,98,0.253086419753086,0.185185185185185,0.0432098765432099,0.0246913580246914,4.58641975308642,87
"1072",0.3,0.319,0.23,0,26.1,45,19,5.6,4,3.54,3.6,1.259,8.1,0.8,3.2,5.5,1.71,6.33128834355828,98,0.239263803680982,0.153374233128834,0.0552147239263804,0.0368098159509202,3.23926380368098,70.5644171779141
"1073",0.323,0.384,0.253,0,29.1,41,17,7.9,3.75,3.34,3.2,1.266,8.5,0.7,2.9,6.3,2.14,6.92638036809816,121,0.165644171779141,0.355828220858896,0.134969325153374,0.110429447852761,4.41717791411043,91.4355828220859
"1074",0.32,0.357,0.247,0,27.2,43,20,4.8,4.46,4.21,3.95,1.415,9.2,0.9,3.5,5.1,1.44,7.20987654320988,93,0.154320987654321,0.179012345679012,0.0617283950617284,0.0555555555555556,3.85802469135802,68
"1075",0.335,0.422,0.277,0,26.3,36,17,6.6,4.71,4.11,4.08,1.426,9.1,0.9,3.8,5,1.34,7.79141104294479,91,0.269938650306748,0.141104294478528,0.0674846625766871,0.0429447852760736,4.89570552147239,88.4539877300613
