"","OBP","SLG","BA","Playoffs.x","BatAge","Num.Bat","Num.P","WAR","RA.G","ERA","FIP","WHIP","H9","HR9","BB9","SO9","SO.W","LOB","ERAP","SV.G","CG.G","tSho.G","cSho.G","RS.G","win_adj"
"1",0.328,0.418,0.259,0,28.3,48,23,5,4.25,3.93,3.81,1.29,9,1,2.6,7.5,2.88,6.62962962962963,104,0.240740740740741,0.0246913580246914,0.0555555555555556,0.0123456790123457,4.53086419753086,81
"2",0.32,0.389,0.247,1,28.5,41,21,6.1,3.7,3.42,3.74,1.227,8.2,0.9,2.9,7.7,2.66,6.51234567901235,117,0.290123456790123,0.0308641975308642,0.0987654320987654,0.0246913580246914,4.32098765432099,94
"3",0.311,0.417,0.247,1,28,52,26,3.8,4.35,3.9,4.2,1.291,8.7,1.1,2.9,7.1,2.45,6.93827160493827,109,0.339506172839506,0.00617283950617284,0.0617283950617284,0.00617283950617284,4.39506172839506,93
"4",0.315,0.415,0.26,0,29.4,56,26,5.1,4.98,4.7,4.41,1.371,9,1.2,3.3,7.3,2.22,6.62962962962963,90,0.216049382716049,0.037037037037037,0.0246913580246914,0.0123456790123457,4.53086419753086,69
"5",0.302,0.378,0.24,0,27.8,53,30,4.6,4.69,4.51,4.46,1.395,8.9,1.1,3.6,7.2,1.97,7.03703703703704,91,0.172839506172839,0.00617283950617284,0.0555555555555556,0,3.78395061728395,61
"6",0.318,0.422,0.255,0,29.9,45,25,5.9,4.17,4.02,4.23,1.292,8.5,1.2,3.1,7.8,2.48,6.69753086419753,106,0.228395061728395,0.037037037037037,0.0679012345679012,0.0123456790123457,4.61728395061728,85
"7",0.315,0.411,0.251,1,28.8,38,17,5.9,3.63,3.34,3.72,1.227,8.4,0.9,2.6,7.7,2.92,6.84567901234568,123,0.345679012345679,0.0555555555555556,0.0740740740740741,0.0123456790123457,4.12962962962963,97
"8",0.324,0.381,0.251,0,27.8,48,24,4,5.22,4.78,4.4,1.419,9.4,1.1,3.4,6.8,2,6.8641975308642,82,0.265432098765432,0.0123456790123457,0.037037037037037,0.00617283950617284,4.11728395061728,68
"9",0.33,0.436,0.274,0,28.1,49,27,2.8,5.49,5.22,4.59,1.549,10.4,1.3,3.6,7.2,2.02,7.58024691358025,89,0.222222222222222,0,0.0432098765432099,0,4.67901234567901,64
"10",0.335,0.422,0.268,1,28,47,23,7.7,4.14,3.75,3.63,1.291,8.9,0.9,2.8,8.3,3.01,6.68518518518519,113,0.246913580246914,0.0555555555555556,0.0493827160493827,0.0185185185185185,4.48148148148148,88
"11",0.302,0.371,0.236,0,26.6,50,26,3,4.9,4.56,4.27,1.428,9.4,1.1,3.4,7.4,2.17,7.24691358024691,89,0.191358024691358,0.0185185185185185,0.0679012345679012,0.0123456790123457,3.59876543209877,55
"12",0.317,0.4,0.265,0,26.1,46,25,6.3,4.6,4.3,4.18,1.41,9.3,1,3.4,7.3,2.17,7.10493827160494,98,0.271604938271605,0.0123456790123457,0.0740740740740741,0.00617283950617284,4.17283950617284,72
"13",0.332,0.433,0.274,0,28.8,44,23,10.8,4.31,4.02,4.26,1.271,8.4,1.2,3,7.3,2.4,6.38888888888889,95,0.234567901234568,0.037037037037037,0.0987654320987654,0.0308641975308642,4.73456790123457,89
"14",0.317,0.374,0.252,0,30.4,50,25,6.6,3.69,3.34,3.64,1.253,7.9,0.8,3.3,7.9,2.37,6.92592592592593,114,0.246913580246914,0.0123456790123457,0.0617283950617284,0.0123456790123457,3.9320987654321,86
"15",0.308,0.382,0.244,0,28.3,45,21,5.5,4.47,4.09,3.9,1.349,9,0.8,3.1,7,2.25,7.03703703703704,100,0.234567901234568,0.0308641975308642,0.0432098765432099,0.0185185185185185,3.75925925925926,69
"16",0.325,0.437,0.259,0,29.2,46,23,6.9,4.52,4.22,3.82,1.364,9,1,3.3,8.7,2.67,7.10493827160494,98,0.271604938271605,0,0.0555555555555556,0,4.79012345679012,83
"17",0.325,0.39,0.26,0,28.8,47,25,5,5.14,4.77,4.66,1.391,9.6,1.2,2.9,5.9,2.03,6.58024691358025,86,0.216049382716049,0.0185185185185185,0.037037037037037,0.00617283950617284,4.32716049382716,66
"18",0.316,0.386,0.249,0,27.9,49,28,7,4.38,4.09,3.93,1.294,8.6,1,3.1,7.8,2.54,6.6358024691358,93,0.222222222222222,0.0432098765432099,0.0802469135802469,0.0308641975308642,4.01234567901235,74
"19",0.337,0.453,0.265,1,32.7,45,23,8.4,4.12,3.84,3.98,1.268,8.7,1.2,2.7,8.2,3.06,6.67283950617284,110,0.314814814814815,0.037037037037037,0.0555555555555556,0.0123456790123457,4.96296296296296,95
"20",0.31,0.404,0.238,1,27.7,50,25,5,3.79,3.48,3.89,1.239,8.3,0.9,2.8,7,2.46,6.83333333333333,112,0.290123456790123,0.00617283950617284,0.0802469135802469,0,4.40123456790123,94
"21",0.317,0.4,0.255,0,31.1,49,24,5.2,4.2,3.83,3.72,1.237,8.6,1.1,2.5,8.6,3.39,6.40740740740741,105,0.259259259259259,0.0308641975308642,0.0679012345679012,0.0246913580246914,4.22222222222222,81
"22",0.304,0.395,0.243,0,27.6,49,25,7,4.16,3.86,3.93,1.289,8.5,1,3.1,7.5,2.43,6.9320987654321,97,0.277777777777778,0.0123456790123457,0.0617283950617284,0.00617283950617284,4.01851851851852,79
"23",0.319,0.38,0.247,0,27.4,53,30,6.3,4.38,4.01,4.11,1.321,8.5,1,3.4,7.6,2.24,7.01851851851852,90,0.265432098765432,0.0246913580246914,0.0679012345679012,0.0185185185185185,4.01851851851852,76
"24",0.296,0.369,0.234,0,27.1,38,18,4.8,4.02,3.76,4,1.241,8.4,1,2.8,7.2,2.6,6.41358024691358,102,0.265432098765432,0.0493827160493827,0.0679012345679012,0.037037037037037,3.82098765432099,75
"25",0.327,0.397,0.269,1,27.8,45,23,7.3,4.01,3.68,3.78,1.275,8.4,0.9,3,7.7,2.53,7.01234567901235,96,0.327160493827161,0.0308641975308642,0.0864197530864197,0.0246913580246914,4.4320987654321,94
"26",0.338,0.421,0.271,1,29.2,45,24,6.9,4,3.71,3.62,1.269,8.7,0.8,2.7,7.5,2.79,6.92592592592593,103,0.259259259259259,0.0246913580246914,0.0617283950617284,0.0123456790123457,4.72222222222222,88
"27",0.317,0.394,0.24,0,29.7,43,18,6.9,3.56,3.19,3.51,1.166,7.6,0.9,2.9,8.5,2.95,6.44444444444444,121,0.308641975308642,0.0432098765432099,0.0925925925925926,0.0246913580246914,4.30246913580247,90
"28",0.334,0.446,0.273,1,29.7,39,21,7.2,4.36,3.99,3.9,1.265,8.6,1.1,2.8,8,2.88,6.38271604938272,109,0.265432098765432,0.0432098765432099,0.0617283950617284,0.0123456790123457,4.98765432098765,93
"29",0.309,0.407,0.245,0,27.9,54,34,5,4.84,4.64,4.66,1.394,9,1.3,3.6,7.1,1.99,6.7962962962963,91,0.179012345679012,0.0308641975308642,0.0679012345679012,0.0246913580246914,4.41975308641975,73
"30",0.322,0.428,0.261,1,27.2,43,19,5.3,3.67,3.33,3.54,1.221,7.9,0.8,3,8.1,2.67,7,120,0.314814814814815,0.0185185185185185,0.0555555555555556,0.00617283950617284,4.51234567901235,98
"31",0.322,0.413,0.25,1,28.2,51,25,6.1,4.09,3.8,4.02,1.286,8.8,1,2.8,6.6,2.39,6.85185185185185,104,0.358024691358025,0.0308641975308642,0.0740740740740741,0.00617283950617284,4.51234567901235,94
"32",0.308,0.387,0.243,0,28.9,45,21,3.4,3.73,3.48,3.49,1.252,8.1,0.8,3.2,8.1,2.56,7.25925925925926,110,0.320987654320988,0.0185185185185185,0.0987654320987654,0.0123456790123457,3.95679012345679,89
"33",0.316,0.413,0.257,0,28.3,50,27,4.9,5.31,4.89,4.67,1.454,9.8,1.3,3.3,6.5,1.95,6.98765432098765,86,0.197530864197531,0.0185185185185185,0.0432098765432099,0.00617283950617284,4.37037037037037,69
"34",0.349,0.461,0.28,0,30,49,27,8.1,4.55,4.2,4.05,1.308,8.4,1,3.3,7.5,2.25,6.99382716049383,103,0.222222222222222,0.0123456790123457,0.0802469135802469,0.00617283950617284,5.40123456790123,90
"35",0.314,0.401,0.256,0,29.3,42,22,3,4.67,4.33,4.11,1.408,9,1,3.6,7.7,2.11,7.42592592592593,90,0.246913580246914,0.0246913580246914,0.0308641975308642,0.00617283950617284,4.03703703703704,71
"36",0.319,0.388,0.252,0,29.9,42,22,3.8,4.36,4.1,3.66,1.303,9,0.9,2.7,7.5,2.78,6.80246913580247,106,0.259259259259259,0.037037037037037,0.0864197530864197,0.0246913580246914,4.03703703703704,79
"37",0.326,0.408,0.256,0,28.6,42,21,6.3,4.44,4.16,4.37,1.331,8.7,1.1,3.3,6.8,2.06,7.01234567901235,95,0.240740740740741,0.0246913580246914,0.0308641975308642,0.0123456790123457,4.53703703703704,79
"38",0.317,0.396,0.25,0,27.8,46,22,5,4.69,4.23,4.06,1.338,9.2,0.9,2.9,6.3,2.21,6.88271604938272,93,0.234567901234568,0.0123456790123457,0.0246913580246914,0,4.34567901234568,80
"39",0.329,0.41,0.258,0,28.6,55,29,6.1,4.78,4.43,4.24,1.377,9.1,1.1,3.2,7,2.14,6.77777777777778,103,0.253086419753086,0.0308641975308642,0.0432098765432099,0.0123456790123457,4.53703703703704,73
"40",0.34,0.434,0.277,1,28.6,45,26,8.4,4.39,4.04,3.95,1.318,8.8,0.9,3.1,7,2.27,6.64814814814815,103,0.320987654320988,0.0246913580246914,0.0864197530864197,0.0123456790123457,4.85802469135802,95
"41",0.318,0.388,0.247,0,27.4,44,22,4.1,4.33,3.95,3.79,1.304,8.7,0.9,3.1,7.5,2.44,6.90740740740741,99,0.246913580246914,0.0432098765432099,0.0679012345679012,0.0246913580246914,3.85802469135802,72
"42",0.311,0.374,0.258,0,28.2,47,23,4,4.91,4.51,4.35,1.42,9.3,1.2,3.5,7.5,2.13,7.2037037037037,84,0.154320987654321,0.0123456790123457,0.037037037037037,0,3.7962962962963,56
"43",0.329,0.415,0.275,0,25.8,42,23,7.2,4.7,4.44,4.27,1.408,9.2,1,3.5,6.7,1.94,7.18518518518519,92,0.228395061728395,0.0123456790123457,0.037037037037037,0,4.50617283950617,71
"44",0.313,0.402,0.253,0,28.9,43,21,7,3.91,3.57,3.89,1.272,8.5,0.9,2.9,6.5,2.22,6.76543209876543,106,0.240740740740741,0.0740740740740741,0.0679012345679012,0.037037037037037,4.11728395061728,86
"45",0.322,0.375,0.257,0,29.8,48,21,8.2,3.8,3.54,3.61,1.253,8.1,0.8,3.2,8,2.5,6.7639751552795,104,0.248447204968944,0.0434782608695652,0.105590062111801,0.0124223602484472,4,82.5093167701863
"46",0.325,0.425,0.261,1,28.9,48,22,7.8,3.94,3.63,3.59,1.24,8.4,0.9,2.7,7.8,2.86,6.69753086419753,109,0.290123456790123,0.00617283950617284,0.0802469135802469,0.00617283950617284,4.45061728395062,96
"47",0.306,0.36,0.247,0,27.6,45,24,4.4,4.96,4.58,4.3,1.438,9.9,1,3,6,1.96,7.04320987654321,89,0.197530864197531,0.0432098765432099,0.0493827160493827,0.0185185185185185,3.82098765432099,63
"48",0.335,0.391,0.264,0,28,46,23,4.7,4.58,4.19,4,1.378,9.2,0.9,3.2,7,2.19,7.59259259259259,88,0.265432098765432,0.037037037037037,0.0555555555555556,0.0123456790123457,4.4320987654321,77
"49",0.343,0.444,0.263,1,30.5,48,28,7.4,4.06,3.73,3.87,1.323,8.8,0.9,3.1,7.5,2.41,7.30864197530864,116,0.290123456790123,0.0308641975308642,0.0493827160493827,0.0185185185185185,5.35185185185185,97
"50",0.311,0.369,0.244,0,29,48,26,4.4,4.19,3.71,3.8,1.312,8.6,0.8,3.2,7.2,2.24,7.01851851851852,109,0.240740740740741,0.037037037037037,0.0740740740740741,0.00617283950617284,3.98148148148148,74
"51",0.323,0.395,0.253,1,31.4,42,23,9.2,3.27,3.02,3.24,1.167,8,0.7,2.5,7.9,3.22,6.84567901234568,127,0.290123456790123,0.111111111111111,0.12962962962963,0.0432098765432099,4.40123456790123,102
"52",0.309,0.368,0.244,0,27.2,52,25,5.7,4.4,4.04,4.2,1.413,9.4,0.9,3.3,6.4,1.93,7.75925925925926,92,0.265432098765432,0.0308641975308642,0.0679012345679012,0.0185185185185185,3.76543209876543,72
"53",0.305,0.349,0.237,0,28,48,22,4.5,3.77,3.42,3.73,1.273,8.2,0.8,3.2,7.1,2.19,6.82716049382716,104,0.271604938271605,0,0.0617283950617284,0,3.66049382716049,71
"54",0.292,0.348,0.233,0,29.2,47,21,4,4.17,3.9,3.84,1.26,8.6,0.9,2.7,6.8,2.5,6.41975308641975,97,0.240740740740741,0.0740740740740741,0.0617283950617284,0.0185185185185185,3.4320987654321,67
"55",0.303,0.368,0.242,0,30.2,44,17,6.1,3.57,3.2,3.33,1.239,7.7,0.6,3.4,8.1,2.35,7.08641975308642,109,0.320987654320988,0.0185185185185185,0.0740740740740741,0.0123456790123457,3.51851851851852,86
"56",0.341,0.425,0.273,1,29.3,46,24,5.3,4.27,3.74,3.75,1.306,9,0.8,2.8,6.8,2.45,6.99382716049383,99,0.290123456790123,0.0432098765432099,0.0555555555555556,0.0308641975308642,4.7037037037037,90
"57",0.322,0.402,0.244,1,28.3,42,21,8.7,3.79,3.58,4.03,1.219,7.8,1,3.1,7.1,2.27,6.47530864197531,105,0.197530864197531,0.0925925925925926,0.0802469135802469,0.0308641975308642,4.3641975308642,91
"58",0.34,0.46,0.283,1,29.2,45,25,7.1,4.18,3.79,3.98,1.241,8.3,1.1,2.9,7.4,2.56,6.2962962962963,117,0.234567901234568,0.0617283950617284,0.117283950617284,0.0432098765432099,5.27777777777778,96
"59",0.317,0.413,0.249,0,28.4,53,30,8.1,4.7,4.32,4.29,1.353,8.8,1.1,3.3,7.2,2.16,7.09259259259259,99,0.203703703703704,0.0432098765432099,0.0617283950617284,0.0185185185185185,4.58641975308642,81
"60",0.309,0.383,0.242,0,28.4,44,24,3.4,3.99,3.58,3.83,1.297,8.7,0.8,3,6.5,2.2,7.14285714285714,107,0.304347826086957,0.0186335403726708,0.062111801242236,0.0124223602484472,3.87577639751553,80.4968944099379
"61",0.325,0.416,0.25,0,26.8,48,28,5.4,5.16,4.81,4.76,1.432,9.4,1.3,3.4,6.7,1.95,6.96296296296296,89,0.216049382716049,0.0185185185185185,0.0185185185185185,0.00617283950617284,4.40123456790123,65
"62",0.339,0.401,0.258,1,28.6,43,21,6.4,3.88,3.56,3.65,1.272,8.3,0.8,3.2,7.8,2.46,6.82098765432099,110,0.253086419753086,0.0123456790123457,0.0555555555555556,0,4.55555555555556,91
"63",0.316,0.386,0.259,0,28.7,45,23,4.7,4.85,4.59,4.57,1.412,9.4,1.2,3.3,6.3,1.94,7.20987654320988,91,0.216049382716049,0.0185185185185185,0.0432098765432099,0,3.78395061728395,66
"64",0.339,0.451,0.268,0,30.8,53,25,7.8,4.59,4.2,4.08,1.361,8.7,0.9,3.6,7.5,2.08,7.11728395061728,104,0.271604938271605,0.0185185185185185,0.0555555555555556,0.00617283950617284,5.04938271604938,89
"65",0.32,0.401,0.257,0,29.4,44,23,3.7,4.73,4.18,4.11,1.402,8.8,1,3.8,7.9,2.1,7.53703703703704,100,0.246913580246914,0.00617283950617284,0.0864197530864197,0,4.22839506172839,75
"66",0.332,0.42,0.268,0,30.6,40,20,5.6,4.35,4.09,3.8,1.356,9.2,0.8,3,7.1,2.34,7.01851851851852,105,0.265432098765432,0.037037037037037,0.0679012345679012,0.0123456790123457,4.64197530864198,88
"67",0.338,0.436,0.272,1,29,44,23,6.9,4.23,4.01,4.12,1.327,8.7,1,3.2,7,2.16,7.02469135802469,102,0.265432098765432,0.0246913580246914,0.0555555555555556,0.0123456790123457,4.87654320987654,91
"68",0.322,0.378,0.248,0,27.2,45,22,5.9,4.64,4.3,4.4,1.43,9.3,0.9,3.6,6.1,1.69,7.24074074074074,92,0.209876543209877,0.0617283950617284,0.0246913580246914,0.0123456790123457,3.98765432098765,69
"69",0.336,0.425,0.263,0,28.8,43,23,7.4,4.43,4.14,3.83,1.338,8.8,0.9,3.3,7.7,2.35,6.79012345679012,112,0.216049382716049,0.037037037037037,0.0740740740740741,0.0123456790123457,4.75308641975309,83
"70",0.335,0.415,0.268,0,28.8,41,20,6.4,4.59,4.3,4.15,1.372,9,0.9,3.3,6.6,1.97,6.92592592592593,98,0.197530864197531,0.037037037037037,0.0308641975308642,0.00617283950617284,4.6358024691358,81
"71",0.321,0.403,0.254,0,26.9,57,31,6.8,4.43,4.08,3.92,1.378,9,0.8,3.4,7.3,2.13,7.31481481481481,102,0.240740740740741,0.0308641975308642,0.104938271604938,0.0123456790123457,4.43827160493827,80
"72",0.303,0.362,0.247,0,29.5,48,25,5.5,4.5,4.09,3.89,1.385,9,0.9,3.4,7.6,2.21,7.24691358024691,97,0.277777777777778,0.0246913580246914,0.0679012345679012,0.0123456790123457,3.7716049382716,76
"73",0.331,0.399,0.274,0,28.8,46,25,3.7,5.22,4.97,4.48,1.465,9.7,1.1,3.5,6.5,1.88,7.27160493827161,85,0.271604938271605,0.0432098765432099,0.0185185185185185,0.00617283950617284,4.17283950617284,67
"74",0.311,0.39,0.248,0,29.6,46,21,5.5,4.33,4.04,4.11,1.371,8.8,0.9,3.5,7,2,7.41975308641975,99,0.240740740740741,0.0617283950617284,0.0555555555555556,0.0185185185185185,4.2037037037037,80
"75",0.322,0.379,0.252,0,30.2,49,24,5.1,4.27,4.01,3.76,1.292,8.3,0.8,3.4,8,2.36,6.93827160493827,97,0.253086419753086,0.0246913580246914,0.0987654320987654,0.0246913580246914,4.11728395061728,80
"76",0.335,0.424,0.262,0,27.8,43,25,5.7,4.96,4.58,4.21,1.438,9.3,1.1,3.6,7.9,2.16,7.42592592592593,88,0.216049382716049,0.0185185185185185,0.0432098765432099,0.0185185185185185,4.62962962962963,77
"77",0.341,0.422,0.273,1,28.5,42,21,5.9,4.14,3.95,3.91,1.291,9.2,1,2.4,6.5,2.74,6.64814814814815,103,0.246913580246914,0.0555555555555556,0.0802469135802469,0.0185185185185185,4.82098765432099,94
"78",0.314,0.383,0.249,0,28.4,47,20,5.3,4.02,3.7,4,1.365,8.9,0.8,3.4,6.9,2.03,7.61728395061728,105,0.222222222222222,0.0493827160493827,0.117283950617284,0.0246913580246914,4.04938271604938,79
"79",0.35,0.436,0.267,1,30.2,43,21,8.1,4.28,4.06,4.34,1.31,8.4,1.1,3.4,7.2,2.14,6.67901234567901,107,0.240740740740741,0.0185185185185185,0.0493827160493827,0,5.30246913580247,95
"80",0.324,0.378,0.256,0,27.7,49,23,5.5,3.86,3.56,4.13,1.276,8.3,1,3.2,6.7,2.09,6.72839506172839,115,0.234567901234568,0.0432098765432099,0.104938271604938,0.0185185185185185,4.09259259259259,81
"81",0.332,0.413,0.26,1,31.8,42,21,8.1,3.95,3.67,3.93,1.248,8.7,1,2.6,7.3,2.84,6.7037037037037,111,0.246913580246914,0.0864197530864197,0.12962962962963,0.037037037037037,4.76543209876543,97
"82",0.304,0.373,0.242,0,26.5,52,28,3.8,5.35,5,4.45,1.491,10,1.1,3.4,6.5,1.91,7.40123456790123,81,0.191358024691358,0.00617283950617284,0.037037037037037,0.00617283950617284,3.62345679012346,57
"83",0.317,0.371,0.246,0,29.1,40,19,4.3,3.59,3.39,3.66,1.251,8.1,0.9,3.2,8,2.5,6.83950617283951,108,0.302469135802469,0.0123456790123457,0.123456790123457,0.0123456790123457,4.10493827160494,90
"84",0.298,0.339,0.236,0,29.4,47,22,7.1,4.31,3.93,4.17,1.289,8.8,1,2.8,6.1,2.15,6.66049382716049,100,0.234567901234568,0.0679012345679012,0.0617283950617284,0.0123456790123457,3.16666666666667,61
"85",0.321,0.408,0.257,1,29.6,42,19,5.7,3.6,3.36,3.74,1.271,7.9,0.8,3.6,8.2,2.3,7.3641975308642,117,0.351851851851852,0.037037037037037,0.104938271604938,0.0185185185185185,4.30246913580247,92
"86",0.332,0.402,0.263,0,28.8,42,22,7.5,3.96,3.57,3.85,1.299,8.7,0.8,3,6.8,2.29,7.00617283950617,109,0.197530864197531,0.0432098765432099,0.0987654320987654,0.0185185185185185,4.54320987654321,86
"87",0.333,0.403,0.247,1,27.7,37,17,8.1,4.01,3.78,4.09,1.255,8.3,1.1,3,7.4,2.49,6.74691358024691,103,0.314814814814815,0.037037037037037,0.0740740740740741,0.0185185185185185,4.95061728395062,96
"88",0.338,0.419,0.276,1,28.3,48,22,8.7,4.24,3.93,4.17,1.31,8.4,1,3.4,7.3,2.14,7.16049382716049,114,0.283950617283951,0.0432098765432099,0.0493827160493827,0,4.85802469135802,90
"89",0.312,0.454,0.248,0,29.3,44,24,6.9,4.49,4.22,4.04,1.351,8.8,0.9,3.4,7.4,2.2,6.88271604938272,100,0.277777777777778,0.0308641975308642,0.0679012345679012,0.0123456790123457,4.66049382716049,85
"90",0.318,0.39,0.25,0,29.1,46,26,6.2,4.58,4.13,4.12,1.38,9.2,0.9,3.2,6.7,2.09,7.2037037037037,98,0.228395061728395,0.0123456790123457,0.0308641975308642,0.00617283950617284,4.04320987654321,69
"91",0.324,0.418,0.253,0,26.5,45,24,7.1,4.83,4.42,4.2,1.378,9.1,1,3.3,7.2,2.21,7.04938271604938,101,0.222222222222222,0.0246913580246914,0.0740740740740741,0.00617283950617284,4.44444444444444,70
"92",0.339,0.405,0.263,0,28.8,45,21,6.8,3.96,3.57,3.66,1.319,8.6,0.7,3.3,7.6,2.32,7.27777777777778,116,0.234567901234568,0.0185185185185185,0.0617283950617284,0,4.53703703703704,86
"93",0.332,0.415,0.268,0,28.7,48,27,3.3,5.41,5.15,5.03,1.525,10.3,1.4,3.4,5.9,1.71,7.38271604938272,89,0.191358024691358,0.0123456790123457,0.0185185185185185,0,4.57407407407407,64
"94",0.352,0.454,0.27,1,30,52,27,6.6,4.54,4.35,4.14,1.409,9.4,1,3.3,7.7,2.32,7.6358024691358,107,0.253086419753086,0.0493827160493827,0.0679012345679012,0.0123456790123457,5.38271604938272,95
"95",0.332,0.407,0.255,0,29.9,45,24,5.4,4.17,3.84,4.11,1.325,8.3,1,3.6,7.9,2.17,7.26086956521739,116,0.248447204968944,0.0186335403726708,0.0496894409937888,0.0124223602484472,4.39130434782609,83.5155279503106
"96",0.329,0.411,0.258,0,29.8,45,24,5.4,4.52,4.14,4.21,1.351,9,1.1,3.2,7,2.21,6.81481481481481,113,0.222222222222222,0.0246913580246914,0.0679012345679012,0.00617283950617284,4.46913580246914,79
"97",0.318,0.394,0.247,0,27.9,46,22,4.8,4.46,4.18,4.63,1.369,8.8,1.2,3.6,6.6,1.85,7.12962962962963,101,0.253086419753086,0.037037037037037,0.0740740740740741,0.0246913580246914,4.15432098765432,78
"98",0.339,0.417,0.264,0,27.4,52,29,5.5,5.34,5.06,4.73,1.512,9.9,1.1,3.8,6.2,1.65,7.32716049382716,84,0.154320987654321,0.0308641975308642,0.037037037037037,0.0123456790123457,4.77160493827161,65
"99",0.343,0.441,0.261,1,27.8,45,25,6.5,4.41,4.22,3.96,1.359,8.9,0.9,3.3,7.2,2.19,7.04320987654321,112,0.277777777777778,0.0308641975308642,0.0432098765432099,0.0123456790123457,4.96296296296296,92
"100",0.331,0.416,0.26,0,29.7,45,23,5.5,4.57,4.29,4.53,1.412,9,1.1,3.7,6.9,1.86,7.07975460122699,104,0.257668711656442,0.0245398773006135,0.0552147239263804,0.00613496932515337,4.55828220858896,85.4723926380368
"101",0.34,0.416,0.268,0,27,44,27,7.4,4.73,4.29,4.15,1.401,8.9,1,3.7,7.8,2.08,7.37037037037037,100,0.277777777777778,0.0308641975308642,0.0308641975308642,0.00617283950617284,4.76543209876543,87
"102",0.319,0.4,0.26,0,31.6,42,22,5,4.75,4.54,4.35,1.445,9.6,1.1,3.4,7.2,2.1,7.26543209876543,91,0.240740740740741,0.0308641975308642,0.0617283950617284,0.00617283950617284,3.96913580246914,74
"103",0.318,0.405,0.259,0,27.8,43,23,10.4,5.2,4.83,4.36,1.463,9.4,1,3.8,7.3,1.92,7.0679012345679,92,0.209876543209877,0.0617283950617284,0.0555555555555556,0.0308641975308642,4.23456790123457,65
"104",0.35,0.441,0.285,1,29.6,46,25,7.7,4.7,4.45,4.45,1.409,9.4,1.1,3.3,6.6,2.03,7.1358024691358,99,0.314814814814815,0.0555555555555556,0.0802469135802469,0.037037037037037,5.45061728395062,97
"105",0.346,0.412,0.27,1,29.7,47,25,4.8,3.77,3.41,3.8,1.255,7.7,0.8,3.6,7.8,2.18,7.10493827160494,118,0.271604938271605,0.00617283950617284,0.0555555555555556,0.00617283950617284,4.81481481481481,95
"106",0.341,0.426,0.263,0,29.3,45,23,6.3,5.05,4.83,4.84,1.467,9.4,1.3,3.8,6.9,1.82,7.58641975308642,85,0.271604938271605,0.00617283950617284,0.0493827160493827,0,4.84567901234568,80
"107",0.345,0.429,0.274,1,27.7,42,24,7.8,4.69,4.5,4.39,1.382,9.6,1.1,2.9,6.5,2.26,7.05521472392638,98,0.294478527607362,0.0245398773006135,0.0429447852760736,0.00613496932515337,5.01226993865031,86.4662576687117
"108",0.335,0.394,0.27,0,29.5,53,24,4,4.67,4.45,4.5,1.45,9.2,1,3.9,6.5,1.67,7.70987654320988,92,0.240740740740741,0.0185185185185185,0.0740740740740741,0.0123456790123457,4.14197530864198,70
"109",0.362,0.478,0.283,1,30.5,45,24,6.5,4.65,4.26,4.32,1.352,8.6,1.1,3.6,7.8,2.2,7.06172839506173,108,0.314814814814815,0.0185185185185185,0.0493827160493827,0.00617283950617284,5.64814814814815,103
"110",0.328,0.397,0.262,0,29,51,26,3.7,4.7,4.26,4.1,1.388,9.2,1,3.3,7,2.15,7.03703703703704,103,0.234567901234568,0.0123456790123457,0.0617283950617284,0.0123456790123457,4.68518518518519,75
"111",0.334,0.447,0.258,1,31.3,41,22,8.2,4.38,4.16,4.36,1.352,9.1,1.2,3,7.1,2.36,7.32716049382716,101,0.271604938271605,0.0493827160493827,0.0555555555555556,0.0308641975308642,5.06172839506173,93
"112",0.318,0.387,0.252,0,27,49,26,3.2,4.77,4.59,4.48,1.448,9.5,1,3.6,5.8,1.63,6.96273291925466,91,0.173913043478261,0.031055900621118,0.0434782608695652,0.0124223602484472,3.95031055900621,62.3850931677019
"113",0.321,0.381,0.242,0,28,56,33,6.9,4.75,4.37,4.3,1.396,8.8,1,3.7,7.4,1.97,7.11111111111111,87,0.277777777777778,0.0123456790123457,0.0555555555555556,0.00617283950617284,3.93827160493827,75
"114",0.314,0.402,0.258,0,29.8,46,20,6.6,4.27,3.87,4.39,1.303,8.4,1.1,3.3,6.5,1.95,6.84567901234568,110,0.302469135802469,0.0246913580246914,0.0617283950617284,0.0123456790123457,3.95061728395062,85
"115",0.309,0.389,0.257,0,29,44,21,7.6,3.77,3.55,3.85,1.281,7.9,0.9,3.6,8.1,2.23,7.12345679012346,120,0.253086419753086,0.0679012345679012,0.111111111111111,0.0185185185185185,4.05555555555556,88
"116",0.332,0.415,0.263,1,28.5,42,20,9.7,3.95,3.66,3.82,1.296,8.8,0.8,2.9,6.6,2.28,6.94444444444444,112,0.265432098765432,0.0493827160493827,0.0679012345679012,0.0246913580246914,4.50617283950617,91
"117",0.343,0.439,0.263,0,28,41,21,8.6,4.65,4.33,4.37,1.356,9,1.2,3.2,7.1,2.18,6.85185185185185,100,0.253086419753086,0.0185185185185185,0.0308641975308642,0.0185185185185185,4.95679012345679,84
"118",0.32,0.445,0.26,0,27.8,44,23,6,4.57,4.38,4.49,1.368,9,1.1,3.3,6.4,1.91,6.96296296296296,106,0.277777777777778,0.0493827160493827,0.0679012345679012,0.0185185185185185,4.83950617283951,87
